@grpmpcontrol @rpfwcr @RailwaySeva @silas_tudu @IpfMyr @RpfpostkteVinay @srpjbp @rpfecrdhn Kindly share the contact number of travelled passenger for better assistance
@RailwaySeva No response against train https://t.co/fvsQDsEcVM present approx 5 to 6hrs Late
RT @DDIndiaLive: These are the top 10 cleanest railway stations in India. @RailMinIndia @RailwaySeva @PiyushGoyal @PiyushGoyalOffc #IndianR…
RT @RajPathak1980: @RailwaySeva 13105 train coach no S2 bathroom is dumped with materials(kept in sack bag). Not able to use the bathroom.…
@DDNewsLive @PiyushGoyalOffc @RailMinIndia @RailwaySeva @PiyushGoyal V nice happy navratri
"Deapite of the fact that 12465 is a Super fast train and I have taken significant gap of 1 hour and 5 min between 2 trains. Kindly acknowledge and have proper redressal of it.
@RailMinIndia @RailwaySeva"
@RailwaySeva @Abhishe02160799 @DrmDnr ELECTRICIAN WILL ATTEND  AT ASANSOL.
"@rpfwrbct @dineshs64267952 @rpfwr1 @RailwaySeva श्रीमान, कृप्या अपना संपर्क नंबर व यात्रा का विवरण उपलब्ध करवाने का कष्ट करे |"
"@RailwaySeva महोदय उक्त टिकट बुक करते समय 5 साल से कम आयु वाले बच्चों की प्रविष्टि करना भूल गए हैं..
भौमिक अग्रवाल एकांश अग्रवाल श्रुति सिंह राठौड़ एवं शौर्या सिंह राठौड़.... कृपया तीनों टिकट में उक्त बच्चों की प्रविष्टि करवाएं जिससे यात्रा के समय परेशानी ना आए... @drmkota https://t.co/zvcPJAgKtC"
RT @DDNewsLive: Vande Bharat Express- a ‘Navratri gift’ to the nation. @RailMinIndia @RailwaySeva @PiyushGoyal @PiyushGoyalOffc #IndianRail…
Till date no action has been taken. @RailwaySeva please look that matter on priority. This is no clear response received by IR. Please please take care.
"@RailwaySeva @VishalS10619626 Matter notified to the concerned officials. @crsrcdoltt @srdmecmumbaicr (11072/BSB-BPL/S5-65,68/05.10.19)"
